id,movieID,title,category
188,417859,Puss in Boots,Action
189,27576,Salt,Action
205,51497,Fast Five,Action
208,861,Total Recall,Action
210,49040,The Bourne Legacy,Action
211,415,Batman & Robin,Action
213,435,The Day After Tomorrow,Action
219,324668,Jason Bourne,Action
220,9471,Charlie's Angels: Full Throttle,Action
224,2789,The Chronicles of Riddick,Action
225,97020,RoboCop,Action
226,7459,Speed Racer,Action
228,37834,Knight and Day,Action
229,75612,Oblivion,Action
233,76170,The Wolverine,Action
238,290595,The Huntsman: Winter's War,Action
241,9619,Dante's Peak,Action
243,166424,Fantastic Four,Action
244,1593,Night at the Museum,Action
245,254128,San Andreas,Action
249,787,Mr. & Mrs. Smith,Action
253,40805,The Green Hornet,Action
254,53182,300: Rise of an Empire,Action
258,39254,Real Steel,Action
260,1639,Speed 2: Cruise Control,Action
262,1571,Live Free or Die Hard,Action
264,10204,Around the World in 80 Days,Action
267,2048,Inone Robot,Action
272,1635,The Island,Action
274,9679,Gone in Sixty Seconds,Action
275,98,Gladiator,Action
276,180,Minority Report,Action
280,280,Terminator 2: Judgment Day,Action
283,36955,True Lies,Action
286,27581,The Other Guys,Action
287,9268,Eraser,Action
291,76163,The Expendables 2,Action
296,37710,The Tourist,Action
297,9946,End of Days,Action
300,414,Batman Forever,Action
304,314,Catwoman,Action
305,184315,Hercules,Action
308,138103,The Expendables 3,Action
309,257088,Point Break,Action
312,11692,The Adventures of Pluto Nash,Action
320,9890,The Stepford Wives,Action
321,855,Black Hawk Down,Action
338,47964,A Good Day to Die Hard,Action
340,9806,The Incredibles,Action
341,1408,Cutthroat Island,Action
343,607,Men in Black,Action
345,44048,Unstoppable,Action
346,5175,Rush Hour 2,Action
351,4327,Charlie's Angels,Action
354,7446,Tropic Thunder,Action
356,1572,Die Hard: With a Vengeance,Action
357,10528,Sherlock Holmes,Action
363,257344,Pixels,Action
367,9383,Hollow Man,Action
370,1996,Lara Croft Tomb Raider: The Cradle of Life,Action
371,291805,Now You See Me 2,Action
373,1535,Spy Game,Action
384,664,Twister,Action
387,2502,The Bourne Supremacy,Action
388,9772,Air Force One,Action
393,59961,Safe House,Action
395,59108,Tower Heist,Action
397,9798,Enemy of the State,Action
406,9615,The Fast and the Furious: Tokyo Drift,Action
409,9884,Collateral Damage,Action
412,22538,Scott Pilgrim vs. the World,Action
413,9341,The Core,Action
416,49049,Dredd,Action
429,364,Batman Returns,Action
433,8656,Deep Impact,Action
434,146216,RED 2,Action
438,11665,Get Smart,Action
443,754,Face/Off,Action
447,1701,Con Air,Action
450,20504,The Book of Eli,Action
454,12096,The Pink Panther,Action
456,8834,Conspiracy Theory,Action
458,6068,Six Days Seven Nights,Action
468,9822,Mighty Joe Young,Action
469,9705,Swordfish,Action
470,1656,The Legend of Zorro,Action
476,9433,The Edge,Action
477,19959,Surrogates,Action
479,11228,Daylight,Action
481,5491,Battlefield Earth,Action
484,9562,Timeline,Action
492,76649,Pompeii,Action
501,584,2 Fast 2 Furious,Action
504,17711,The Adventures of Rocky & Bullwinkle,Action
508,602,Independence Day,Action
513,8909,Wanted,Action
514,9802,The Rock,Action
519,332,Inspector Gadget,Action
524,11678,Vertical Limit,Action
530,9567,Tears of the Sun,Action
531,37821,Killers,Action
535,3172,Bandits,Action
536,6520,First Knight,Action
541,11375,Hollywood Homicide,Action
542,9425,Soldier,Action
543,25769,Carriers,Action
545,11866,Flight of the Phoenix,Action
548,23629,Sucker Punch,Action
557,197,Braveheart,Action
561,10477,Driven,Action
569,7451,xXx,Action
571,3595,Ransom,Action
574,1573,Die Hard 2,Action
575,9257,S.W.A.T.,Action
580,10590,We Were Soldiers,Action
581,117263,Olympus Has Fallen,Action
583,44943,Battle: Los Angeles,Action
595,3132,Bad Company,Action
597,8427,I Spy,Action
601,49021,Killer Elite,Action
602,11535,Rollerball,Action
603,10550,Ballistic: Ecks vs. Sever,Action
610,107846,Escape Plan,Action
611,188207,The Legend of Hercules,Action
614,11371,The Score,Action
616,11517,Money Train,Action
622,300673,The Finest Hours,Action
623,12113,Body of Lies,Action
625,72331,Abraham Lincoln: Vampire Hunter,Action
628,9703,The Last Legion,Action
630,136797,Need for Speed,Action
635,603,The Matrix,Action
641,9342,The Mask of Zorro,Action
644,5551,Space Cowboys,Action
645,9350,Cliffhanger,Action
646,9208,Broken Arrow,Action
654,59962,This Means War,Action
656,1880,Red Dawn,Action
658,71679,Resident Evil: Retribution,Action
659,10483,Death Race,Action
661,11983,Proof of Life,Action
665,9292,Hudson Hawk,Action
666,10783,Lucky Numbers,Action
669,9947,Elektra,Action
678,9331,Clear and Present Danger,Action
679,300168,Dragon Blade,Action
681,3536,U-571,Action
684,12138,3000 Miles to Graceland,Action
686,9955,Blades of Glory,Action
688,1271,300,Action
692,11199,Wild Hogs,Action
695,2501,The Bourne Identity,Action
701,136400,2 Guns,Action
703,9654,The Italian Job,Action
709,294254,Maze Runner: The Scorch Trials,Action
712,39514,RED,Action
716,9334,The Scorpion King,Action
719,8914,Deep Blue Sea,Action
725,9509,Man on Fire,Action
732,4824,The Jackal,Action
733,9620,Paycheck,Action
737,3512,Under Siege 2: Dark Territory,Action
738,137094,Jack Ryan: Shadow Recruit,Action
740,267860,London Has Fallen,Action
742,7485,Shooter,Action
746,10040,Miss Congeniality 2: Armed and Fabulous,Action
751,16995,State of Play,Action
754,5820,The Sentinel,Action
762,13389,Righteous Kill,Action
763,8838,Mercury Rising,Action
768,11679,xXx: State of the Union,Action
769,38321,Priest,Action
774,9664,Flyboys,Action
775,2100,The Last Castle,Action
778,123553,The Mortal Instruments: City of Bones,Action
783,8285,The Spirit,Action
787,381902,The Monkey King 2,Action
788,13922,The Great Raid,Action
789,293660,Deadpool,Action
795,1370,Rambo III,Action
800,35791,Resident Evil: Afterlife,Action
805,10589,After the Sunset,Action
806,71676,Ghost Rider: Spirit of Vengeance,Action
808,10022,The Pacifier,Action
814,1924,Superman,Action
819,109424,Captain Phillips,Action
824,8963,Crimson Tide,Action
829,24,Kill Bill: Vol. 1,Action
831,393,Kill Bill: Vol. 2,Action
832,9618,Tango & Cash,Action
835,2320,Executive Decision,Action
837,1729,The Forbidden Kingdom,Action
841,8195,Ronin,Action
851,12123,Chain Reaction,Action
855,8202,Æon Flux,Action
857,34314,Turbulence,Action
860,14623,Thunderbirds,Action
864,10375,D-Tox,Action
867,70074,Bullet to the Head,Action
871,8536,Superman II,Action
874,479,Shaft,Action
889,6519,The Dukes of Hazzard,Action
894,26389,From Paris with Love,Action
895,11817,Bulletproof Monk,Action
915,302699,Central Intelligence,Action
921,10329,Congo,Action
923,13811,Knowing,Action
930,6950,Outbreak,Action
931,225574,Non-Stop,Action
933,752,V for Vendetta,Action
934,6038,Shanghai Knights,Action
940,46529,I Am Number Four,Action
942,300671,13 Hours: The Secret Soldiers of Benghazi,Action
946,4421,G.I. Jane,Action
951,9631,The Negotiator,Action
952,216282,Into the Storm,Action
953,306,Beverly Hills Cop III,Action
956,6623,The Peacemaker,Action
960,9624,On Deadly Ground,Action
964,22832,Ninja Assassin,Action
970,9691,Assassins,Action
973,72710,The Host,Action
974,10782,Basic,Action
977,10061,Escape from L.A.,Action
983,241554,Run All Night,Action
985,11968,Into the Blue,Action
989,9770,Mad City,Action
990,11212,Baby's Day Out,Action
993,9923,Domino,Action
994,11863,Jade,Action
995,18501,Gamer,Action
1002,15268,Street Fighter: The Legend of Chun-Li,Action
1003,10796,The One,Action
1004,9548,The Adventures of Ford Fairlane,Action
1013,6415,Three Kings,Action
1028,1368,First Blood,Action
1036,20533,Jonah Hex,Action
1042,82675,Taken 2,Action
1045,88751,Journey to the Center of the Earth,Action
1053,2034,Training Day,Action
1059,1537,Changing Lanes,Action
1065,2636,The Specialist,Action
1074,8987,The River Wild,Action
1077,9759,Cellular,Action
1080,841,Dune,Action
1083,2207,16 Blocks,Action
1084,9381,Babylon A.D.,Action
1085,9625,The Glimmer Man,Action
1096,1494,Curse of the Golden Flower,Action
1097,13184,Bangkok Dangerous,Action
1098,2185,Big Trouble,Action
1100,38153,Shadow Conspiracy,Action
1105,27573,The Bounty Hunter,Action
1107,1369,Rambo: First Blood Part II,Action
1110,10935,Heaven's Gate,Action
1115,10027,Unleashed,Action
1119,27582,The Mechanic,Action
1120,64688,21 Jump Street,Action
1125,136795,The Heat,Action
1134,2749,15 Minutes,Action
1138,54054,One for the Money,Action
1139,228967,The Interview,Action
1141,27936,Micmacs,Action
1147,49527,Man on a Ledge,Action
1154,240832,Lucy,Action
1156,12279,Spy Kids 3-D: Game Over,Action
1159,193756,Lone Survivor,Action
1175,323675,Ride Along 2,Action
1176,9361,The Last of the Mohicans,Action
1178,187,Sin City,Action
1184,6073,The Mexican,Action
1189,8007,Behind Enemy Lines,Action
1193,10336,Spawn,Action
1194,11362,The Count of Monte Cristo,Action
1196,48138,Unknown,Action
1200,1579,Apocalypto,Action
1201,708,The Living Daylights,Action
1202,34851,Predators,Action
1240,11370,The Musketeer,Action
1246,62835,Colombiana,Action
1250,10718,Torque,Action
1254,6071,Kiss of Death,Action
1255,10461,Get Carter,Action
1257,12704,Ishtar,Action
1268,7288,Duplex,Action
1270,24575,Raise the Titanic,Action
1271,10366,Universal Soldier: The Return,Action
1272,19898,Pandorum,Action
1273,4965,Impostor,Action
1274,15074,Extreme Ops,Action
1279,266396,The Gunman,Action
1282,10428,Hackers,Action
1283,5353,The Hunting Party,Action
1285,14392,The Warlords,Action
1286,19495,Nomad: The Warrior,Action
1287,110415,Snowpiercer,Action
1289,26486,The Last Shot,Action
1291,256040,Baahubali: The Beginning,Action
1303,9488,Spy Kids 2: The Island of Lost Dreams,Action
1305,44865,The Grandmaster,Action
1311,256961,Paul Blart: Mall Cop 2,Action
1318,10534,White Squall,Action
1321,10871,Switchback,Action
1322,13503,Texas Rangers,Action
1335,23742,Cop Out,Action
1340,11001,Blue Streak,Action
1342,16911,The Inhabited Island,Action
1348,8409,A Man Apart,Action
1358,365222,Ip Man 3,Action
1364,10054,Spy Kids,Action
1381,9313,The Man in the Iron Mask,Action
1399,13051,Max Payne,Action
1400,49530,In Time,Action
1405,11667,Street Fighter,Action
1418,94348,Alex Cross,Action
1429,11918,Superhero Movie,Action
1433,268920,Hot Pursuit,Action
1435,119283,Parker,Action
1438,118957,Bait,Action
1440,4515,Lions for Lambs,Action
1441,18886,Flight of the Intruder,Action
1444,13496,American Outlaws,Action
1446,22787,Whiteout,Action
1448,37498,Knock Off,Action
1449,144336,Sabotage,Action
1451,13056,Punisher: War Zone,Action
1457,9702,Bound by Honor,Action
1458,9311,Smilla's Sense of Snow,Action
1460,26843,Lion of the Desert,Action
1464,1969,Bandidas,Action
1466,198663,The Maze Runner,Action
1470,2162,Chill Factor,Action
1471,127493,Stolen,Action
1480,10877,Exit Wounds,Action
1485,326,Snakes on a Plane,Action
1487,7220,The Punisher,Action
1489,72387,Safe,Action
1492,13460,Doomsday,Action
1501,109414,This Is the End,Action
1504,22907,Takers,Action
1508,7305,Alive,Action
1511,11519,1941,Action
1514,9335,Transporter 2,Action
1515,12106,The Quick and the Dead,Action
1516,11141,Laws of Attraction,Action
1518,31867,Repo Men,Action
1529,302156,Criminal,Action
1532,698,Moonraker,Action
1539,1574,Chicago,Action
1543,1637,Speed,Action
1547,1669,The Hunt for Red October,Action
1569,59967,Looper,Action
1574,8292,Four Brothers,Action
1578,10762,Without a Paddle,Action
1593,4105,Black Rain,Action
1597,273481,Sicario,Action
1598,307081,Southpaw,Action
1609,865,The Running Man,Action
1611,50456,Hanna,Action
1612,9823,Mortal Kombat: Annihilation,Action
1616,9766,Gridiron Gang,Action
1617,14034,What's the Worst That Could Happen?,Action
1618,12244,9,Action
1626,9271,Virtuosity,Action
1629,48340,Sanctum,Action
1636,11702,The Replacement Killers,Action
1637,18550,Fled,Action
1638,8869,Eight Legged Freaks,Action
1646,9042,The Cave,Action
1651,10350,Wing Commander,Action
1653,14164,Dragonball Evolution,Action
1654,76640,The Last Stand,Action
1662,9989,Antitrust,Action
1668,17186,Supercross,Action
1672,4512,The Assassination of Jesse James by the Coward Robert Ford,Action
1676,45610,Machine Gun Preacher,Action
1702,1428,Once Upon a Time in Mexico,Action
1703,562,Die Hard,Action
1721,23483,Kick-Ass,Action
1722,62206,30 Minutes or Less,Action
1728,192102,3 Days to Kill,Action
1734,23172,The Spy Next Door,Action
1736,10016,Ghosts of Mars,Action
1741,59859,Kick-Ass 2,Action
1742,13495,Alatriste,Action
1743,254473,Brick Mansions,Action
1778,14560,Paul Blart: Mall Cop,Action
1784,10189,Pineapple Express,Action
1791,134,O Brothernone Where Art Thou?,Action
1796,11509,Silverado,Action
1803,8011,Highlander: The Final Dimension,Action
1816,8681,Taken,Action
1826,12589,Jimmy Neutron: Boy Genius,Action
1827,7191,Cloverfield,Action
1831,168530,Ride Along,Action
1837,11969,Tombstone,Action
1838,2085,Romeo Must Die,Action
1845,75174,The Grey,Action
1849,10923,Agent Cody Banks,Action
1851,111,Scarface,Action
1852,11676,Nothing to Lose,Action
1855,9416,Money Talks,Action
1859,12277,Undercover Brother,Action
1861,2140,Kiss of the Dragon,Action
1869,10623,Cradle 2 the Grave,Action
1881,21724,Dance Flick,Action
1893,34813,The Losers,Action
1895,10431,War,Action
1908,10861,Maximum Risk,Action
1909,12770,Stealing Harvard,Action
1911,10074,Hot Rod,Action
1919,6978,Big Trouble in Little China,Action
1921,59440,Warrior,Action
1931,21338,Stone Cold,Action
1933,24264,Sheena,Action
1934,19803,Underclassman,Action
1937,9067,Tank Girl,Action
1940,168705,BloodRayne,Action
1957,242166,Red Sky,Action
1963,174751,Jane Got a Gun,Action
1979,20697,Ready to Rumble,Action
1992,9737,Bad Boys,Action
2002,19150,The Crew,Action
2003,70435,Haywire,Action
2008,2453,Harley Davidson and the Marlboro Man,Action
2024,11090,The Animal,Action
2044,204082,Homefront,Action
2047,5550,RoboCop 3,Action
2048,30379,Megiddo: The Omega Code 2,Action
2055,109513,Hit & Run,Action
2056,12085,Mad Money,Action
2058,38985,Sorcerer,Action
2070,1499,Teenage Mutant Ninja Turtles III,Action
2075,4108,The Transporter,Action
2085,1946,eXistenZ,Action
2090,96,Beverly Hills Cop II,Action
2101,9312,Mortal Kombat,Action
2112,1051,The French Connection,Action
2123,9760,Epic Movie,Action
2143,335778,Risen,Action
2155,1266,Street Kings,Action
2157,14043,Nancy Drew,Action
2164,9954,The Covenant,Action
2170,9945,Vampires,Action
2185,9470,Kung Fu Hustle,Action
2189,15644,Paparazzi,Action
2195,13805,Disaster Movie,Action
2196,4597,Armored,Action
2199,81796,Lockout,Action
2201,15092,Crank: High Voltage,Action
2202,11382,Bullets Over Broadway,Action
2206,15070,Undisputed,Action
2208,17134,12 Rounds,Action
2213,146198,Triple 9,Action
2219,11835,Death Sentence,Action
2222,9074,The Man,Action
2223,14396,Code Name: The Cleaner,Action
2230,106747,Machete Kills,Action
2238,12142,Alone in the Dark,Action
2245,77948,The Cold Light of Day,Action
2251,16608,The Proposition,Action
2254,7299,Equilibrium,Action
2265,43935,Dylan Dog: Dead of Night,Action
2269,14538,Three Kingdoms: Resurrection of the Dragon,Action
2278,6968,The Baader Meinhof Complex,Action
2289,385383,Fight Valley,Action
2296,244114,Firestorm,Action
2297,2669,The Bounty,Action
2310,244339,Out of Inferno,Action
2339,10535,Spy Hard,Action
2341,43959,Soul Surfer,Action
2347,11904,Young Sherlock Holmes,Action
2350,10569,Small Time Crooks,Action
2358,38665,The Legend of the Lone Ranger,Action
2361,146227,Getaway,Action
2372,13809,RockNRolla,Action
2389,332411,I Am Wrath,Action
2390,9389,Renaissance,Action
2399,1620,Hitman,Action
2413,7516,Smokin' Aces,Action
2430,27759,55 Days at Peking,Action
2434,11411,Superman IV: The Quest for Peace,Action
2436,7304,Running Scared,Action
2443,4723,Southland Tales,Action
2445,25763,Damnation Alley,Action
2467,39180,See Spot Run,Action
2475,13491,Arn: The Knight Templar,Action
2487,40160,Meteor,Action
2507,38717,Madison,Action
2511,90,Beverly Hills Cop,Action
2515,744,Top Gun,Action
2522,33196,Tidal Wave,Action
2544,2142,Cop Land,Action
2565,14736,Love & Basketball,Action
2566,9434,Grosse Pointe Blank,Action
2574,10413,Nowhere to Run,Action
2579,8975,The Marine,Action
2580,342521,Keanu,Action
2593,12211,Highlander: Endgame,Action
2598,10743,Confidence,Action
2603,97430,The Man with the Iron Fists,Action
2610,4911,Dark Blue,Action
2626,5236,Kiss Kiss Bang Bang,Action
2640,10045,District B13,Action
2642,253450,The Assassin,Action
2651,31668,All The Queen's Men,Action
2656,9288,Dungeons & Dragons: Wrath of the Dragon God,Action
2679,12227,White Fang,Action
2682,15173,Jonah: A VeggieTales Movie,Action
2684,13950,All About the Benjamins,Action
2705,1123,Catch a Fire,Action
2709,41317,Caravans,Action
2729,70829,The Last Godfather,Action
2748,9448,The Big Hit,Action
2758,1251,Letters from Iwo Jima,Action
2778,24227,Excessive Force,Action
2782,59678,Attack the Block,Action
2791,319,True Romance,Action
2804,23631,Machete,Action
2807,11658,Tae Guk Gi: The Brotherhood of War,Action
2813,10136,The Golden Child,Action
2816,154,Star Trek II: The Wrath of Khan,Action
2820,75674,Act of Valor,Action
2828,17130,Crossroads,Action
2854,1948,Crank,Action
2861,387,Das Boot,Action
2868,19419,Screwed,Action
2869,12088,Fortress,Action
2919,12094,Jackass Number Two,Action
2922,256092,Drive Hard,Action
2932,17708,Corky Romano,Action
2979,10890,Stripes,Action
2981,316727,The Purge: Election Year,Action
2987,9289,The Longest Day,Action
2996,9355,Mad Max Beyond Thunderdome,Action
2997,10999,Commando,Action
3002,13938,The Last Dragon,Action
3008,10135,Road House,Action
3009,26352,A Low Down Dirty Shame,Action
3022,15983,Invasion U.S.A.,Action
3030,11891,Kung Pow: Enter the Fist,Action
3031,9362,Tremors,Action
3034,9455,The Corruptor,Action
3036,10090,Reno 911!: Miami,Action
3041,9515,The Matador,Action
3052,37931,MacGruber,Action
3063,13201,Deuces Wild,Action
3074,2088,Romeo Is Bleeding,Action
3075,10388,The Limey,Action
3078,27342,Malone,Action
3087,29076,Gun Shy,Action
3090,32740,Krrish,Action
3099,13191,Warnone Inc.,Action
3100,11770,Shaolin Soccer,Action
3107,10034,High Heels and Low Lifes,Action
3129,17622,Fifty Dead Men Walking,Action
3134,17577,The Devil's Tomb,Action
3137,15067,The Goodnone The Badnone The Weird,Action
3143,250066,American Heist,Action
3144,667,You Only Live Twice,Action
3149,11576,It's a Madnone Madnone Madnone Mad World,Action
3152,22820,Gentlemen Broncos,Action
3154,244316,Into the Grizzly Maze,Action
3181,1619,The Way of the Gun,Action
3185,10179,The Ice Pirates,Action
3209,333355,Star Wars: Clone Wars: Volume 1,Action
3222,19644,Silmido,Action
3225,152747,All Is Lost,Action
3260,15049,Bon Cop Bad Cop,Action
3261,22821,The Boondock Saints II: All Saints Day,Action
3275,13154,Showdown in Little Tokyo,Action
3291,44147,Wild Target,Action
3294,13197,10th & Wolf,Action
3300,256687,Swelter,Action
3305,182873,Green Street Hooligans: Underground,Action
3306,21512,The Blood of Heroes,Action
3307,389425,Code of Honor,Action
3317,11022,Narc,Action
3319,15365,Witless Protection,Action
3336,326284,Pound of Flesh,Action
3353,10117,Action Jackson,Action
3374,16651,The Other Side of Heaven,Action
3383,48620,The Mighty Macs,Action
3386,25388,March or Die,Action
3400,8374,The Boondock Saints,Action
3413,14576,Shade,Action
3417,41009,Perrier’s Bounty,Action
3425,34723,The Adventures of Huck Finn,Action
3438,62255,Tracker,Action
3440,218,The Terminator,Action
3478,67913,The Guard,Action
3486,15797,Only the Strong,Action
3495,27549,Beastmaster 2: Through the Portal of Time,Action
3501,35944,Lucky Break,Action
3506,38940,Men of War,Action
3510,58626,The Hit List,Action
3517,3482,The Train,Action
3519,8982,The Protector,Action
3523,14351,Crossover,Action
3524,147767,Khiladi 786,Action
3585,323677,Race,Action
3592,21610,Nighthawks,Action
3604,14854,Lone Wolf McQuade,Action
3607,192141,No Escape,Action
3608,16441,The Beastmaster,Action
3617,10786,Robin and Marian,Action
3618,12484,The Forsaken,Action
3619,17339,Force 10 from Navarone,Action
3624,15745,Made,Action
3651,56930,Tycoon,Action
3668,299552,Born Of War,Action
3690,10914,All Hat,Action
3708,66607,Saving Private Perez,Action
3715,13807,Exiled,Action
3726,116613,The Sweeney,Action
3741,27191,The Greatest Show on Earth,Action
3750,8337,They Live,Action
3756,13408,The Wash,Action
3757,47816,3 Strikes,Action
3765,2370,Topaz,Action
3805,22301,Hell's Angels,Action
3817,25209,Annie Get Your Gun,Action
3831,23330,The Ballad of Cable Hogue,Action
3834,26268,Harper,Action
3837,40505,I Got the Hook Up,Action
3843,10615,Pootie Tang,Action
3849,540,D.E.B.S.,Action
3852,224569,Taxman,Action
3855,142061,Batman: The Dark Knight Returnsnone Part 2,Action
3857,252360,In the Name of the King III,Action
3858,256740,Wicked Blood,Action
3874,11564,Class of 1984,Action
3883,10070,Feast,Action
3913,18065,Next Day Air,Action
3921,15158,Phantasm II,Action
3942,35691,Letters to God,Action
3943,49010,Hobo with a Shotgun,Action
3944,317930,Compadres,Action
3963,192210,Open Road,Action
3967,26039,Point Blank,Action
3973,43213,Chicago Overcoat,Action
3994,16016,Journey to Saturn,Action
4005,33106,Silver Medalist,Action
4013,1687,Escape from the Planet of the Apes,Action
4014,24748,Hud,Action
4043,146631,U.F.O.,Action
4062,16205,Jack Brooks: Monster Slayer,Action
4072,657,From Russia with Love,Action
4079,12207,The Legend of Drunken Master,Action
4115,10656,Subway,Action
4118,24746,Six-String Samurai,Action
4144,20406,Rockaway,Action
4147,18808,Highway,Action
4156,98549,The Legend of Hell's Gate: An American Conspiracy,Action
4177,1705,Battle for the Planet of the Apes,Action
4188,205126,Independence Daysaster,Action
4190,104,Run Lola Run,Action
4194,1688,Conquest of the Planet of the Apes,Action
4216,11690,Bloodsport,Action
4221,308529,Kickboxer: Vengeance,Action
4231,507,Killing Zoe,Action
4259,347755,Wind Walkers,Action
4278,19187,The Hebrew Hammer,Action
4313,43884,The Charge of the Light Brigade,Action
4316,13064,Airborne,Action
4317,59917,Cotton Comes to Harlem,Action
4327,94329,The Raid,Action
4352,18712,Sands of Iwo Jima,Action
4354,171424,The Green Inferno,Action
4396,29015,The Specials,Action
4402,43630,The Helix... Loaded,Action
4409,18869,Jimmy and Judy,Action
4451,367551,American Hero,Action
4461,25212,Deterrence,Action
4466,10105,Saints and Soldiers,Action
4488,51955,Hav Plenty,Action
4500,26916,Mercy Streets,Action
4536,346,Seven Samurai,Action
4547,45380,Crazy Stone,Action
4550,253626,Good Kill,Action
4555,322194,Subconscious,Action
4566,4107,Bloody Sunday,Action
4600,25678,American Ninja 2: The Confrontation,Action
4621,47534,Fighting Tommy Riley,Action
4622,40914,Royal Kill,Action
4624,13282,Death Race 2000,Action
4655,24869,Ink,Action
4702,5822,Sweet Sweetback's Baadasssss Song,Action
4709,354624,Heroes of Dirt,Action
4728,65448,Penitentiary,Action
4770,69382,The Legend of God's Gun,Action
4779,38780,Rampage,Action
4799,9367,El Mariachi,Action
2,285,Pirates of the Caribbean: At World's End,Adventure
9,767,Harry Potter and the Half-Blood Prince,Adventure
11,1452,Superman Returns,Adventure
12,10764,Quantum of Solace,Adventure
13,58,Pirates of the Caribbean: Dead Man's Chest,Adventure
16,2454,The Chronicles of Narnia: Prince Caspian,Adventure
18,1865,Pirates of the Caribbean: On Stranger Tides,Adventure
23,57158,The Hobbit: The Desolation of Smaug,Adventure
24,2268,The Golden Compass,Adventure
25,254,King Kong,Adventure
27,271110,Captain America: Civil War,Adventure
34,36668,X-Men: The Last Stand,Adventure
40,20526,TRON: Legacy,Adventure
42,44912,Green Lantern,Adventure
51,9543,Prince of Persia: The Sands of Time,Adventure
54,217,Indiana Jones and the Kingdom of the Crystal Skull,Adventure
55,105864,The Good Dinosaur,Adventure
64,411,The Chronicles of Narnia: The Lionnone the Witch and the Wardrobe,Adventure
70,44826,Hugo,Adventure
72,1735,The Mummy: Tomb of the Dragon Emperor,Adventure
76,9804,Waterworld,Adventure
77,14869,G.I. Joe: The Rise of Cobra,Adventure
80,10138,Iron Man 2,Adventure
81,58595,Snow White and the Huntsman,Adventure
88,158852,Tomorrowland,Adventure
89,177572,Big Hero 6,Adventure
91,5255,The Polar Express,Adventure
96,157336,Interstellar,Adventure
99,49051,The Hobbit: An Unexpected Journey,Adventure
105,503,Poseidon,Adventure
110,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure
112,1858,Transformers,Adventure
114,675,Harry Potter and the Order of the Phoenix,Adventure
115,674,Harry Potter and the Goblet of Fire,Adventure
118,118,Charlie and the Chocolate Factory,Adventure
122,18360,Night at the Museum: Battle of the Smithsonian,Adventure
123,2080,X-Men Origins: Wolverine,Adventure
124,605,The Matrix Revolutions,Adventure
126,604,The Matrix Reloaded,Adventure
130,10195,Thor,Adventure
133,57165,Wrath of the Titans,Adventure
140,956,Mission: Impossible III,Adventure
142,50321,Mars Needs Moms,Adventure
143,11619,Flushed Away,Adventure
144,266647,Pan,Adventure
146,652,Troy,Adventure
148,36669,Die Another Day,Adventure
152,2310,Beowulf,Adventure
158,147441,Exodus: Gods and Kings,Adventure
167,72559,G.I. Joe: Retaliation,Adventure
169,2114,Final Fantasy: The Spirits Within,Adventure
171,36643,The World Is Not Enough,Adventure
172,8619,Master and Commander: The Far Side of the World,Adventure
173,50620,The Twilight Saga: Breaking Dawn - Part 2,Adventure
176,267935,The BFG,Adventure
182,9502,Kung Fu Panda,Adventure
184,101299,The Hunger Games: Catching Fire,Adventure
186,74,War of the Worlds,Adventure
